report_id,report_text,site,location,activity,barrier_failure,report_type,sif_potential,predicted_sif,predicted_sif_proba,final_lsr_tag,hazard_categories
OIL_02296,Personnel were observed during pit cleaning; no gas testing was noted and corrected as a routine safety improvement.,Assam Field,Sewer Area,pit cleaning,no gas testing,Near Miss,0,0,0.030761319907943556,Confined Space,"['confined_space', 'hot_work_fire']"
OIL_02297,"During rigging operation, a minor issue involving uncontrolled suspended load was observed. No significant exposure to serious injury or fatality potential was identified.",Assam Field,Construction Area,rigging operation,uncontrolled suspended load,Near Miss,0,0,0.02587188795115839,Line of Fire,"['line_of_fire', 'mechanical_lifting']"
OIL_02298,"A fabrication activity was observed with insufficient fire watch. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",Naharkatiya Field,Tank Farm,fabrication,insufficient fire watch,Near Miss,1,1,0.9999529461501017,Hot Work,['hot_work_fire']
OIL_02299,"During routine operations, exposed live conductor was identified while carrying out switchgear inspection. Immediate intervention was required to prevent a serious incident.",Digboi Field,Production Facility,switchgear inspection,exposed live conductor,Near Miss,1,1,0.9929894350846626,Energy Isolation,[]
OIL_02300,A low-severity observation was recorded during roof maintenance involving improper ladder use. No high-consequence hazard was identified.,Odisha Field,Maintenance Area,roof maintenance,improper ladder use,UA Observation,0,0,2.2778158729788105e-06,Working at Height,['gravity_height']
OIL_02301,Personnel were observed performing trenching despite missing utility identification. Work was stopped and the unsafe condition was corrected.,Gujarat Field,Construction Site,trenching,missing utility identification,Near Miss,1,1,0.9680108713800668,Work Authorisation,['excavation']
OIL_02302,A low-severity observation was recorded during tank cleaning involving no standby person. No high-consequence hazard was identified.,Gujarat Field,Production Facility,tank cleaning,no standby person,UA Observation,0,0,2.213764803713403e-06,Confined Space,['confined_space']
OIL_02303,Personnel were observed during pipe handling; worker inside exclusion zone was noted and corrected as a routine safety improvement.,Assam Field,Drilling Site,pipe handling,worker inside exclusion zone,Near Miss,0,0,0.03818164740687574,Line of Fire,[]
OIL_02304,"During transportation, a minor issue involving poor vehicle condition was observed. No significant exposure to serious injury or fatality potential was identified.",Gujarat Field,Remote Site,transportation,poor vehicle condition,UA Observation,0,0,0.020429223744989844,Driving,['vehicle_driving']
OIL_02305,A low-severity observation was recorded during pipeline maintenance involving incomplete isolation. No high-consequence hazard was identified.,Duliajan Field,Production Facility,pipeline maintenance,incomplete isolation,Near Miss,0,0,2.2761913291179003e-06,Energy Isolation,['energy_isolation']
OIL_02306,"During vessel inspection, a worker was exposed to a potentially serious hazard because of no standby person. The condition was identified before an injury occurred.",West Bengal Field,Process Vessel,vessel inspection,no standby person,Near Miss,1,1,0.9999567120495293,Confined Space,[]
OIL_02307,"During routine work, incorrect storage was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Odisha Field,Canteen,housekeeping,incorrect storage,UC Observation,0,0,0.0006694281701339338,Energy Isolation,[]
OIL_02308,A low-severity observation was recorded during pump maintenance involving incomplete isolation. No high-consequence hazard was identified.,Duliajan Field,Production Facility,pump maintenance,incomplete isolation,UC Observation,0,0,2.1944060124961884e-06,Energy Isolation,['energy_isolation']
OIL_02309,A routine inspection identified damaged sling during rigging operation. The issue was corrected without significant safety exposure.,Odisha Field,Processing Plant,rigging operation,damaged sling,UC Observation,0,0,0.000433793875074152,Safe Mechanical Lifting,['mechanical_lifting']
OIL_02310,Personnel were observed during transportation; driver distraction was noted and corrected as a routine safety improvement.,Digboi Field,Remote Site,transportation,driver distraction,UC Observation,0,0,0.02857041034980638,Driving,['vehicle_driving']
OIL_02311,A routine inspection identified inadequate ventilation during tank cleaning. The issue was corrected without significant safety exposure.,Bihar Field,Production Facility,tank cleaning,inadequate ventilation,UC Observation,0,0,0.00041145369448568315,Confined Space,['confined_space']
OIL_02312,A low-severity observation was recorded during confined space entry involving missing entry permit. No high-consequence hazard was identified.,Digboi Field,Sewer Area,confined space entry,missing entry permit,UC Observation,0,0,2.1820055335951983e-06,Confined Space,['confined_space']
OIL_02313,A low-severity observation was recorded during vehicle movement involving poor communication. No high-consequence hazard was identified.,Assam Field,Construction Area,vehicle movement,poor communication,UA Observation,0,0,1.9810374567199184e-06,Line of Fire,[]
OIL_02314,"During welding, a minor issue involving insufficient fire watch was observed. No significant exposure to serious injury or fatality potential was identified.",Odisha Field,Production Facility,welding,insufficient fire watch,UC Observation,0,0,0.01780189686408008,Hot Work,['hot_work_fire']
OIL_02315,A low-severity observation was recorded during hot work maintenance involving inadequate gas testing. No high-consequence hazard was identified.,Naharkatiya Field,Workshop,hot work maintenance,inadequate gas testing,UA Observation,0,0,2.5350822485276127e-06,Confined Space,"['confined_space', 'hot_work_fire']"
OIL_02316,Personnel were observed performing grinding despite insufficient fire watch. Work was stopped and the unsafe condition was corrected.,Duliajan Field,Workshop,grinding,insufficient fire watch,UA Observation,1,1,0.9663237109908414,Hot Work,['hot_work_fire']
OIL_02317,Personnel were observed during underground utility work; inadequate barricading was noted and corrected as a routine safety improvement.,Gujarat Field,Road Construction Area,underground utility work,inadequate barricading,UC Observation,0,0,0.03173294580833822,Work Authorisation,['excavation']
OIL_02318,A routine inspection identified inadequate scaffold inspection during roof maintenance. The issue was corrected without significant safety exposure.,Duliajan Field,Warehouse,roof maintenance,inadequate scaffold inspection,Near Miss,0,0,0.00042932743311159066,Working at Height,['gravity_height']
OIL_02319,Personnel were observed during electrical repair; exposed live conductor was noted and corrected as a routine safety improvement.,Bihar Field,Production Facility,electrical repair,exposed live conductor,UA Observation,0,0,0.038100998181599254,Energy Isolation,['electrical']
OIL_02320,Personnel were observed during routine inspection; incorrect storage was noted and corrected as a routine safety improvement.,West Bengal Field,Warehouse,routine inspection,incorrect storage,UA Observation,0,0,0.022116513945792237,Energy Isolation,[]
OIL_02321,A low-severity observation was recorded during transportation involving driver distraction. No high-consequence hazard was identified.,Odisha Field,Field Road,transportation,driver distraction,UA Observation,0,0,2.2284292423522654e-06,Driving,['vehicle_driving']
OIL_02322,"During lifting operation, a minor issue involving worker inside exclusion zone was observed. No significant exposure to serious injury or fatality potential was identified.",Odisha Field,Processing Plant,lifting operation,worker inside exclusion zone,UA Observation,0,0,0.029325670750557333,Safe Mechanical Lifting,['mechanical_lifting']
OIL_02323,A routine inspection identified load path not controlled during lifting operation. The issue was corrected without significant safety exposure.,Naharkatiya Field,Warehouse,lifting operation,load path not controlled,Near Miss,0,0,0.0005377254399772836,Line of Fire,"['line_of_fire', 'mechanical_lifting']"
OIL_02324,A routine inspection identified speeding during transportation. The issue was corrected without significant safety exposure.,Assam Field,Field Road,transportation,speeding,UC Observation,0,0,0.0004017881570220147,Driving,['vehicle_driving']
OIL_02325,A low-severity observation was recorded during platform inspection involving inadequate scaffold inspection. No high-consequence hazard was identified.,Gujarat Field,Maintenance Area,platform inspection,inadequate scaffold inspection,UC Observation,0,0,2.1546590166806243e-06,Working at Height,['gravity_height']
OIL_02326,Personnel were observed during excavation; inadequate barricading was noted and corrected as a routine safety improvement.,Naharkatiya Field,Production Facility,excavation,inadequate barricading,UC Observation,0,0,0.026321328035922804,Work Authorisation,['excavation']
OIL_02327,"During routine work, damaged sling was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Gujarat Field,Drilling Site,material lifting,damaged sling,UC Observation,0,0,0.0008168242913776626,Safe Mechanical Lifting,['mechanical_lifting']
OIL_02328,A low-severity observation was recorded during equipment servicing involving incomplete isolation. No high-consequence hazard was identified.,Gujarat Field,Maintenance Workshop,equipment servicing,incomplete isolation,UC Observation,0,0,2.291676571053973e-06,Energy Isolation,['energy_isolation']
OIL_02329,A low-severity observation was recorded during earthwork involving missing utility identification. No high-consequence hazard was identified.,Assam Field,Construction Site,earthwork,missing utility identification,UC Observation,0,0,1.862056105876944e-06,Work Authorisation,[]
OIL_02330,"During routine work, damaged sling was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Duliajan Field,Drilling Site,rigging operation,damaged sling,Near Miss,0,0,0.0008168242913776626,Safe Mechanical Lifting,['mechanical_lifting']
OIL_02331,A routine inspection identified poor spark containment during gas cutting. The issue was corrected without significant safety exposure.,Tripura Field,Processing Plant,gas cutting,poor spark containment,UC Observation,0,0,0.0004556800672157643,Hot Work,['hot_work_fire']
OIL_02332,"During routine work, obstruction was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",West Bengal Field,Administrative Building,general maintenance,obstruction,UC Observation,0,0,0.0007117089804796726,Driving,[]
OIL_02333,A low-severity observation was recorded during trenching involving unsupported excavation wall. No high-consequence hazard was identified.,Naharkatiya Field,Pipeline Corridor,trenching,unsupported excavation wall,UC Observation,0,0,2.2780064439688734e-06,Work Authorisation,['excavation']
OIL_02334,"During tank cleaning, a minor issue involving no standby person was observed. No significant exposure to serious injury or fatality potential was identified.",West Bengal Field,Production Facility,tank cleaning,no standby person,UC Observation,0,0,0.020918692148761735,Confined Space,['confined_space']
OIL_02335,A low-severity observation was recorded during electrical testing involving inadequate grounding. No high-consequence hazard was identified.,Digboi Field,Production Facility,electrical testing,inadequate grounding,UA Observation,0,0,2.0709506349580133e-06,Energy Isolation,['electrical']
OIL_02336,"During routine work, incorrect storage was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Gujarat Field,Office,office activity,incorrect storage,UA Observation,0,0,0.0006694281701339338,Energy Isolation,[]
OIL_02337,A routine inspection identified missing isolation verification during equipment servicing. The issue was corrected without significant safety exposure.,Duliajan Field,Well Pad,equipment servicing,missing isolation verification,UA Observation,0,0,0.00042392193676380195,Energy Isolation,['energy_isolation']
OIL_02338,A near miss occurred during grinding when missing hot-work permit was observed at the worksite. The hazard had potential for serious injury or fatality.,Rajasthan Field,Tank Farm,grinding,missing hot-work permit,UC Observation,1,1,0.9931936128342761,Hot Work,['hot_work_fire']
OIL_02339,"During general maintenance, a minor issue involving minor procedural deviation was observed. No significant exposure to serious injury or fatality potential was identified.",Tripura Field,Canteen,general maintenance,minor procedural deviation,UC Observation,0,0,0.014878303486058377,Energy Isolation,[]
OIL_02340,"During routine work, inadequate barricading was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Tripura Field,Production Facility,underground utility work,inadequate barricading,UC Observation,0,0,0.0007201074206384375,Work Authorisation,[]
OIL_02341,"During foundation work, a minor issue involving water accumulation was observed. No significant exposure to serious injury or fatality potential was identified.",Gujarat Field,Production Facility,foundation work,water accumulation,UA Observation,0,0,0.02035206422125611,Work Authorisation,[]
OIL_02342,"During valve replacement, a minor issue involving unexpected stored energy was observed. No significant exposure to serious injury or fatality potential was identified.",Digboi Field,Processing Plant,valve replacement,unexpected stored energy,UA Observation,0,0,0.02885215706584352,Energy Isolation,"['energy_isolation', 'pressure_process']"
OIL_02343,"During routine work, incorrect valve identification was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Odisha Field,Well Pad,equipment servicing,incorrect valve identification,UA Observation,0,0,0.0007592904591467597,Energy Isolation,['pressure_process']
OIL_02344,"During routine work, poor spark containment was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Digboi Field,Workshop,hot work maintenance,poor spark containment,UC Observation,0,0,0.0008036480670259365,Hot Work,['hot_work_fire']
OIL_02345,"A field transportation activity was observed with poor vehicle condition. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",Naharkatiya Field,Field Road,field transportation,poor vehicle condition,Near Miss,1,1,0.9999607298656276,Driving,['vehicle_driving']
OIL_02346,A near miss occurred during pit cleaning when no standby person was observed at the worksite. The hazard had potential for serious injury or fatality.,Naharkatiya Field,Process Vessel,pit cleaning,no standby person,Near Miss,1,1,0.9926502985134882,Confined Space,['confined_space']
OIL_02347,"During routine work, poor labeling was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",West Bengal Field,Administrative Building,office activity,poor labeling,UC Observation,0,0,0.0006724806491089674,Driving,[]
OIL_02348,Personnel were observed during platform inspection; improper ladder use was noted and corrected as a routine safety improvement.,Rajasthan Field,Warehouse,platform inspection,improper ladder use,Near Miss,0,0,0.035358704092631574,Working at Height,['gravity_height']
OIL_02349,"During routine work, missing fall protection was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",West Bengal Field,Construction Site,ladder work,missing fall protection,UA Observation,0,0,0.0007618242907650617,Working at Height,['gravity_height']
OIL_02350,"During routine work, minor procedural deviation was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Rajasthan Field,Workshop,routine inspection,minor procedural deviation,UC Observation,0,0,0.0005077140547569493,Driving,[]
OIL_02351,A routine inspection identified missing anchor point during scaffold work. The issue was corrected without significant safety exposure.,Gujarat Field,Maintenance Area,scaffold work,missing anchor point,UA Observation,0,0,0.0005000618014573936,Working at Height,['gravity_height']
OIL_02352,"During routine work, no standby person was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Bihar Field,Process Vessel,manhole entry,no standby person,UC Observation,0,0,0.000699453073436575,Confined Space,[]
OIL_02353,"During scaffold work, a minor issue involving inadequate scaffold inspection was observed. No significant exposure to serious injury or fatality potential was identified.",West Bengal Field,Warehouse,scaffold work,inadequate scaffold inspection,Near Miss,0,0,0.02479824094943434,Working at Height,['gravity_height']
OIL_02354,"During pump maintenance, a minor issue involving incomplete isolation was observed. No significant exposure to serious injury or fatality potential was identified.",Bihar Field,Pump Station,pump maintenance,incomplete isolation,UC Observation,0,0,0.017743265130319357,Energy Isolation,['energy_isolation']
OIL_02355,A low-severity observation was recorded during platform inspection involving unguarded platform edge. No high-consequence hazard was identified.,Duliajan Field,Construction Site,platform inspection,unguarded platform edge,UC Observation,0,0,2.1278289547905117e-06,Working at Height,['gravity_height']
OIL_02356,Personnel were observed performing pipeline maintenance despite unexpected stored energy. Work was stopped and the unsafe condition was corrected.,Rajasthan Field,Well Pad,pipeline maintenance,unexpected stored energy,Near Miss,1,1,0.9568365302884033,Energy Isolation,['energy_isolation']
OIL_02357,"During routine work, insufficient fire watch was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Gujarat Field,Workshop,gas cutting,insufficient fire watch,UA Observation,0,0,0.0007894115050355256,Hot Work,['hot_work_fire']
OIL_02358,A near miss occurred during gas cutting when flammable material not removed was observed at the worksite. The hazard had potential for serious injury or fatality.,Bihar Field,Tank Farm,gas cutting,flammable material not removed,UC Observation,1,1,0.992550844626743,Hot Work,['hot_work_fire']
OIL_02359,Personnel were observed during rigging operation; poor rigging was noted and corrected as a routine safety improvement.,Assam Field,Processing Plant,rigging operation,poor rigging,UC Observation,0,0,0.032468580371337874,Safe Mechanical Lifting,['mechanical_lifting']
OIL_02360,A routine inspection identified inadequate lifting plan during crane lifting. The issue was corrected without significant safety exposure.,Gujarat Field,Processing Plant,crane lifting,inadequate lifting plan,Near Miss,0,0,0.00045405726296954074,Safe Mechanical Lifting,['mechanical_lifting']
OIL_02361,A low-severity observation was recorded during pressure testing involving inadequate barricading. No high-consequence hazard was identified.,Bihar Field,Construction Area,pressure testing,inadequate barricading,UA Observation,0,0,2.076779316571698e-06,Energy Isolation,['pressure_process']
OIL_02362,A routine inspection identified unexpected stored energy during pump maintenance. The issue was corrected without significant safety exposure.,Duliajan Field,Production Facility,pump maintenance,unexpected stored energy,UC Observation,0,0,0.00043982916828477005,Energy Isolation,['energy_isolation']
OIL_02363,"During routine operations, inadequate barricading was identified while carrying out vehicle movement. Immediate intervention was required to prevent a serious incident.",Tripura Field,Construction Area,vehicle movement,inadequate barricading,Near Miss,1,1,0.9935587890967991,Line of Fire,[]
OIL_02364,A near miss occurred during welding when poor spark containment was observed at the worksite. The hazard had potential for serious injury or fatality.,Tripura Field,Workshop,welding,poor spark containment,UC Observation,1,1,0.9924910523982878,Hot Work,['hot_work_fire']
OIL_02365,"During routine work, damaged sling was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Gujarat Field,Drilling Site,load transfer,damaged sling,UC Observation,0,0,0.0008168242913776626,Safe Mechanical Lifting,['mechanical_lifting']
OIL_02366,"During routine work, missing entry permit was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Naharkatiya Field,Production Facility,manhole entry,missing entry permit,Near Miss,0,0,0.0007716939088822329,Confined Space,['confined_space']
OIL_02367,A low-severity observation was recorded during underground utility work involving inadequate barricading. No high-consequence hazard was identified.,Rajasthan Field,Construction Site,underground utility work,inadequate barricading,UA Observation,0,0,2.413385492511101e-06,Work Authorisation,['excavation']
OIL_02368,Personnel were observed performing vehicle driving despite seat belt not used. Work was stopped and the unsafe condition was corrected.,Gujarat Field,Production Field,vehicle driving,seat belt not used,UC Observation,1,1,0.9565850516475516,Driving,['vehicle_driving']
OIL_02369,Personnel were observed during tank cleaning; inadequate rescue arrangement was noted and corrected as a routine safety improvement.,Odisha Field,Water Treatment Area,tank cleaning,inadequate rescue arrangement,UA Observation,0,0,0.033586006437592214,Confined Space,['confined_space']
OIL_02370,"During routine work, inadequate ventilation was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Digboi Field,Process Vessel,tank cleaning,inadequate ventilation,Incident Report,0,0,0.000808179108436867,Confined Space,['confined_space']
OIL_02371,Personnel were observed performing pump maintenance despite unexpected stored energy. Work was stopped and the unsafe condition was corrected.,Digboi Field,Pump Station,pump maintenance,unexpected stored energy,Incident Report,1,1,0.9564968126302675,Energy Isolation,['energy_isolation']
OIL_02372,"A pump maintenance activity was observed with incomplete isolation. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",Odisha Field,Production Facility,pump maintenance,incomplete isolation,Near Miss,1,1,0.9999531006376281,Energy Isolation,['energy_isolation']
OIL_02373,"During fabrication, a minor issue involving flammable material not removed was observed. No significant exposure to serious injury or fatality potential was identified.",Odisha Field,Tank Farm,fabrication,flammable material not removed,UA Observation,0,0,0.020751429871253658,Hot Work,['hot_work_fire']
OIL_02374,A routine inspection identified seat belt not used during site shuttle. The issue was corrected without significant safety exposure.,Assam Field,Field Road,site shuttle,seat belt not used,UA Observation,0,0,0.0004663635762779163,Driving,['vehicle_driving']
OIL_02375,"During routine operations, inadequate rescue arrangement was identified while carrying out tank cleaning. Immediate intervention was required to prevent a serious incident.",Duliajan Field,Water Treatment Area,tank cleaning,inadequate rescue arrangement,UC Observation,1,1,0.993776156296504,Confined Space,['confined_space']
OIL_02376,A routine inspection identified poor communication during pressure testing. The issue was corrected without significant safety exposure.,West Bengal Field,Drilling Site,pressure testing,poor communication,UC Observation,0,0,0.00039206272533950015,Energy Isolation,['pressure_process']
OIL_02377,A routine inspection identified incorrect valve identification during pipeline maintenance. The issue was corrected without significant safety exposure.,Assam Field,Production Facility,pipeline maintenance,incorrect valve identification,UC Observation,0,0,0.0004191797814376836,Energy Isolation,['pressure_process']
OIL_02378,"During routine work, incorrect valve identification was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Naharkatiya Field,Well Pad,electrical maintenance,incorrect valve identification,UC Observation,0,0,0.0007592904591467597,Energy Isolation,['pressure_process']
OIL_02379,A low-severity observation was recorded during underground utility work involving inadequate barricading. No high-consequence hazard was identified.,West Bengal Field,Production Facility,underground utility work,inadequate barricading,UA Observation,0,0,2.413385492511101e-06,Work Authorisation,['excavation']
OIL_02380,Personnel were observed during vessel inspection; no gas testing was noted and corrected as a routine safety improvement.,Odisha Field,Production Facility,vessel inspection,no gas testing,UC Observation,0,0,0.029853124437892,Confined Space,"['confined_space', 'hot_work_fire']"
OIL_02381,"During trenching, a worker was exposed to a potentially serious hazard because of inadequate barricading. The condition was identified before an injury occurred.",Gujarat Field,Road Construction Area,trenching,inadequate barricading,Near Miss,1,1,0.9999637448538657,Work Authorisation,['excavation']
OIL_02382,"During routine work, obstruction was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Bihar Field,Canteen,office activity,obstruction,UA Observation,0,0,0.0007117089804796726,Driving,[]
OIL_02383,A routine inspection identified no standby person during tank cleaning. The issue was corrected without significant safety exposure.,Naharkatiya Field,Process Vessel,tank cleaning,no standby person,UC Observation,0,0,0.00042658708990806274,Confined Space,['confined_space']
OIL_02384,"During gas cutting, a minor issue involving missing hot-work permit was observed. No significant exposure to serious injury or fatality potential was identified.",Bihar Field,Processing Plant,gas cutting,missing hot-work permit,UA Observation,0,0,0.02214923523092382,Hot Work,[]
OIL_02385,"During field transportation, a worker was exposed to a potentially serious hazard because of poor vehicle condition. The condition was identified before an injury occurred.",Naharkatiya Field,Remote Site,field transportation,poor vehicle condition,UA Observation,1,1,0.9999676603609478,Driving,['vehicle_driving']
OIL_02386,A routine inspection identified unexpected stored energy during electrical maintenance. The issue was corrected without significant safety exposure.,West Bengal Field,Processing Plant,electrical maintenance,unexpected stored energy,UC Observation,0,0,0.00046936884045160204,Energy Isolation,"['energy_isolation', 'electrical']"
OIL_02387,"During routine work, minor procedural deviation was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Naharkatiya Field,Warehouse,office activity,minor procedural deviation,UA Observation,0,0,0.0005077140547569493,Driving,[]
OIL_02388,A low-severity observation was recorded during tank cleaning involving inadequate ventilation. No high-consequence hazard was identified.,Bihar Field,Production Facility,tank cleaning,inadequate ventilation,UC Observation,0,0,2.15168018706692e-06,Confined Space,['confined_space']
OIL_02389,A routine inspection identified missing entry permit during confined space entry. The issue was corrected without significant safety exposure.,Tripura Field,Sewer Area,confined space entry,missing entry permit,UA Observation,0,0,0.0004497046801309683,Confined Space,['confined_space']
OIL_02390,A routine inspection identified improper ladder use during elevated maintenance. The issue was corrected without significant safety exposure.,Bihar Field,Warehouse,elevated maintenance,improper ladder use,UC Observation,0,0,0.00045233066607432913,Working at Height,['gravity_height']
OIL_02391,A low-severity observation was recorded during pressure testing involving inadequate barricading. No high-consequence hazard was identified.,Rajasthan Field,Warehouse,pressure testing,inadequate barricading,Near Miss,0,0,2.076779316571698e-06,Line of Fire,['pressure_process']
OIL_02392,"During routine work, incorrect PPE was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Odisha Field,Production Facility,switchgear inspection,incorrect PPE,Near Miss,0,0,0.0007061904781718885,Energy Isolation,[]
OIL_02393,A near miss occurred during confined space entry when missing entry permit was observed at the worksite. The hazard had potential for serious injury or fatality.,Gujarat Field,Water Treatment Area,confined space entry,missing entry permit,UC Observation,1,1,0.9920562257062332,Confined Space,['confined_space']
OIL_02394,"During routine operations, poor vehicle condition was identified while carrying out transportation. Immediate intervention was required to prevent a serious incident.",Duliajan Field,Plant Road,transportation,poor vehicle condition,UA Observation,1,1,0.9950200273327063,Driving,['vehicle_driving']
OIL_02395,A low-severity observation was recorded during vehicle movement involving unsafe positioning. No high-consequence hazard was identified.,Odisha Field,Warehouse,vehicle movement,unsafe positioning,UA Observation,0,0,3.281632923733384e-06,Line of Fire,['line_of_fire']
OIL_02396,A routine inspection identified missing entry permit during tank cleaning. The issue was corrected without significant safety exposure.,Tripura Field,Water Treatment Area,tank cleaning,missing entry permit,UA Observation,0,0,0.00041467755229630647,Confined Space,['confined_space']
OIL_02397,"During gas cutting, a minor issue involving insufficient fire watch was observed. No significant exposure to serious injury or fatality potential was identified.",Duliajan Field,Workshop,gas cutting,insufficient fire watch,UC Observation,0,0,0.021561143360347527,Hot Work,['hot_work_fire']
OIL_02398,A near miss occurred during scaffold work when missing fall protection was observed at the worksite. The hazard had potential for serious injury or fatality.,Duliajan Field,Construction Site,scaffold work,missing fall protection,Near Miss,1,1,0.993505102243674,Working at Height,['gravity_height']
OIL_02399,A low-severity observation was recorded during field transportation involving poor vehicle condition. No high-consequence hazard was identified.,Duliajan Field,Production Field,field transportation,poor vehicle condition,UA Observation,0,0,2.6292415467749186e-06,Driving,['vehicle_driving']
OIL_02400,"During manhole entry, a minor issue involving missing entry permit was observed. No significant exposure to serious injury or fatality potential was identified.",Rajasthan Field,Process Vessel,manhole entry,missing entry permit,UA Observation,0,0,0.020292535216703735,Confined Space,['confined_space']
OIL_02401,A routine inspection identified unexpected stored energy during equipment servicing. The issue was corrected without significant safety exposure.,Bihar Field,Processing Plant,equipment servicing,unexpected stored energy,UA Observation,0,0,0.00046400025071112325,Energy Isolation,['energy_isolation']
OIL_02402,"During routine work, unexpected stored energy was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Duliajan Field,Maintenance Workshop,pipeline maintenance,unexpected stored energy,Near Miss,0,0,0.0008156051622862845,Energy Isolation,['energy_isolation']
OIL_02403,"A gas cutting activity was observed with inadequate gas testing. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",Gujarat Field,Processing Plant,gas cutting,inadequate gas testing,UC Observation,1,1,0.9999578016510482,Hot Work,"['confined_space', 'hot_work_fire']"
OIL_02404,A routine inspection identified damaged cable during electrical repair. The issue was corrected without significant safety exposure.,Bihar Field,Production Facility,electrical repair,damaged cable,Near Miss,0,0,0.000455337439511058,Energy Isolation,['electrical']
OIL_02405,"During routine work, damaged sling was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Bihar Field,Drilling Site,material lifting,damaged sling,UA Observation,0,0,0.0008168242913776626,Safe Mechanical Lifting,['mechanical_lifting']
OIL_02406,"During material lifting, a minor issue involving poor rigging was observed. No significant exposure to serious injury or fatality potential was identified.",West Bengal Field,Construction Area,material lifting,poor rigging,UA Observation,0,0,0.017172550316256023,Safe Mechanical Lifting,['mechanical_lifting']
OIL_02407,A routine inspection identified unsafe access during underground utility work. The issue was corrected without significant safety exposure.,Tripura Field,Well Pad,underground utility work,unsafe access,UC Observation,0,0,0.0006877889038665987,Work Authorisation,['excavation']
OIL_02408,"During routine work, unguarded platform edge was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Rajasthan Field,Processing Plant,platform inspection,unguarded platform edge,UA Observation,0,0,0.0007463856067979607,Working at Height,['gravity_height']
OIL_02409,A routine inspection identified inadequate gas testing during hot work maintenance. The issue was corrected without significant safety exposure.,Assam Field,Production Facility,hot work maintenance,inadequate gas testing,UA Observation,0,0,0.0004983388906331541,Confined Space,"['confined_space', 'hot_work_fire']"
OIL_02410,"During routine work, poor spark containment was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Naharkatiya Field,Workshop,welding,poor spark containment,UA Observation,0,0,0.0008036480670259365,Hot Work,['hot_work_fire']
OIL_02411,"During foundation work, a minor issue involving unsafe access was observed. No significant exposure to serious injury or fatality potential was identified.",Duliajan Field,Construction Site,foundation work,unsafe access,UC Observation,0,0,0.027234579802533056,Work Authorisation,[]
OIL_02412,"During routine work, inadequate lifting plan was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",Naharkatiya Field,Processing Plant,load transfer,inadequate lifting plan,UA Observation,0,0,0.0007948992123643284,Safe Mechanical Lifting,['mechanical_lifting']
OIL_02413,"During panel maintenance, a minor issue involving exposed live conductor was observed. No significant exposure to serious injury or fatality potential was identified.",Tripura Field,Production Facility,panel maintenance,exposed live conductor,UA Observation,0,0,0.021861988659301015,Energy Isolation,[]
OIL_02414,Personnel were observed during confined space entry; no gas testing was noted and corrected as a routine safety improvement.,Bihar Field,Storage Tank,confined space entry,no gas testing,Near Miss,0,0,0.03322746054044737,Confined Space,"['confined_space', 'hot_work_fire']"
OIL_02415,"During switchgear inspection, a minor issue involving missing electrical isolation was observed. No significant exposure to serious injury or fatality potential was identified.",Duliajan Field,Substation,switchgear inspection,missing electrical isolation,UA Observation,0,0,0.020210795424543404,Energy Isolation,"['energy_isolation', 'electrical']"
OIL_02416,Personnel were observed during panel maintenance; incorrect PPE was noted and corrected as a routine safety improvement.,Tripura Field,Substation,panel maintenance,incorrect PPE,UC Observation,0,0,0.02578998797925733,Energy Isolation,[]
OIL_02417,"During routine inspection, a minor issue involving poor labeling was observed. No significant exposure to serious injury or fatality potential was identified.",Tripura Field,Administrative Building,routine inspection,poor labeling,UA Observation,0,0,0.011271773276333533,Line of Fire,[]
