report_id,report_text,sif_potential,life_saving_rule,activity,location,barrier_failure,report_type,site
OIL_02733,"During routine work, incorrect PPE was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,electrical testing,Workshop,incorrect PPE,UA Observation,Rajasthan Field
OIL_02734,Personnel were observed performing load transfer despite damaged sling. Work was stopped and the unsafe condition was corrected.,1,Lifting Operations,load transfer,Warehouse,damaged sling,UA Observation,West Bengal Field
OIL_02735,A low-severity observation was recorded during crane lifting involving overloaded crane. No high-consequence hazard was identified.,0,None,crane lifting,Warehouse,overloaded crane,UA Observation,Assam Field
OIL_02736,A low-severity observation was recorded during pump maintenance involving missing isolation verification. No high-consequence hazard was identified.,0,Energy Isolation,pump maintenance,Processing Plant,missing isolation verification,UA Observation,Duliajan Field
OIL_02737,Personnel were observed during rigging operation; poor rigging was noted and corrected as a routine safety improvement.,0,Lifting Operations,rigging operation,Workshop,poor rigging,UA Observation,Tripura Field
OIL_02738,A low-severity observation was recorded during vessel inspection involving missing entry permit. No high-consequence hazard was identified.,0,None,vessel inspection,Water Treatment Area,missing entry permit,Near Miss,Assam Field
OIL_02739,Personnel were observed during roof maintenance; unguarded platform edge was noted and corrected as a routine safety improvement.,0,None,roof maintenance,Warehouse,unguarded platform edge,UA Observation,West Bengal Field
OIL_02740,"A tank cleaning activity was observed with no standby person. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Confined Space,tank cleaning,Sewer Area,no standby person,Near Miss,Bihar Field
OIL_02741,A routine inspection identified obstruction during general maintenance. The issue was corrected without significant safety exposure.,0,None,general maintenance,Office,obstruction,UC Observation,Odisha Field
OIL_02742,"A roof maintenance activity was observed with improper ladder use. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Working at Height,roof maintenance,Construction Site,improper ladder use,UC Observation,Rajasthan Field
OIL_02743,Personnel were observed performing transportation despite poor vehicle condition. Work was stopped and the unsafe condition was corrected.,1,Driving,transportation,Camp Road,poor vehicle condition,UC Observation,Bihar Field
OIL_02744,A low-severity observation was recorded during site shuttle involving speeding. No high-consequence hazard was identified.,0,None,site shuttle,Production Field,speeding,UC Observation,Bihar Field
OIL_02745,A low-severity observation was recorded during grinding involving insufficient fire watch. No high-consequence hazard was identified.,0,None,grinding,Production Facility,insufficient fire watch,UA Observation,Tripura Field
OIL_02746,"During vehicle movement, a minor issue involving poor communication was observed. No significant exposure to serious injury or fatality potential was identified.",0,Line of Fire,vehicle movement,Construction Area,poor communication,UA Observation,West Bengal Field
OIL_02747,"During switchgear inspection, a minor issue involving damaged cable was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,switchgear inspection,Production Facility,damaged cable,UA Observation,West Bengal Field
OIL_02748,A routine inspection identified no gas testing during tank cleaning. The issue was corrected without significant safety exposure.,0,None,tank cleaning,Sewer Area,no gas testing,UC Observation,Duliajan Field
OIL_02749,A low-severity observation was recorded during material storage involving incorrect storage. No high-consequence hazard was identified.,0,None,material storage,Office,incorrect storage,UA Observation,Odisha Field
OIL_02750,A routine inspection identified obstruction during material storage. The issue was corrected without significant safety exposure.,0,None,material storage,Warehouse,obstruction,Near Miss,West Bengal Field
OIL_02751,"During routine work, poor labeling was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,routine inspection,Administrative Building,poor labeling,UA Observation,Bihar Field
OIL_02752,A low-severity observation was recorded during load transfer involving inadequate lifting plan. No high-consequence hazard was identified.,0,None,load transfer,Warehouse,inadequate lifting plan,UC Observation,Tripura Field
OIL_02753,"A gas cutting activity was observed with poor spark containment. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Hot Work,gas cutting,Fabrication Yard,poor spark containment,Near Miss,Rajasthan Field
OIL_02754,"During routine work, inadequate barricading was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,lifting operation,Well Pad,inadequate barricading,UC Observation,West Bengal Field
OIL_02755,"During pit cleaning, a worker was exposed to a potentially serious hazard because of no gas testing. The condition was identified before an injury occurred.",1,Confined Space,pit cleaning,Storage Tank,no gas testing,UC Observation,Rajasthan Field
OIL_02756,"During underground utility work, a minor issue involving missing utility identification was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,underground utility work,Road Construction Area,missing utility identification,Near Miss,Digboi Field
OIL_02757,Personnel were observed during elevated maintenance; missing fall protection was noted and corrected as a routine safety improvement.,0,None,elevated maintenance,Warehouse,missing fall protection,UA Observation,West Bengal Field
OIL_02758,"During manhole entry, a minor issue involving no standby person was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,manhole entry,Process Vessel,no standby person,UC Observation,Gujarat Field
OIL_02759,Personnel were observed during material lifting; overloaded crane was noted and corrected as a routine safety improvement.,0,None,material lifting,Construction Area,overloaded crane,Near Miss,Duliajan Field
OIL_02760,"During tank cleaning, a worker was exposed to a potentially serious hazard because of missing entry permit. The condition was identified before an injury occurred.",1,Confined Space,tank cleaning,Process Vessel,missing entry permit,UA Observation,Odisha Field
OIL_02761,Personnel were observed during load transfer; damaged sling was noted and corrected as a routine safety improvement.,0,None,load transfer,Processing Plant,damaged sling,UC Observation,Duliajan Field
OIL_02762,A low-severity observation was recorded during material storage involving minor housekeeping issue. No high-consequence hazard was identified.,0,None,material storage,Workshop,minor housekeeping issue,UC Observation,Naharkatiya Field
OIL_02763,"During routine work, speeding was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,transportation,Plant Road,speeding,UA Observation,Bihar Field
OIL_02764,"During heavy vehicle operation, a minor issue involving seat belt not used was observed. No significant exposure to serious injury or fatality potential was identified.",0,Driving,heavy vehicle operation,Camp Road,seat belt not used,UA Observation,Rajasthan Field
OIL_02765,"During gas cutting, a minor issue involving poor spark containment was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,gas cutting,Workshop,poor spark containment,UC Observation,West Bengal Field
OIL_02766,A low-severity observation was recorded during crane lifting involving damaged sling. No high-consequence hazard was identified.,0,None,crane lifting,Drilling Site,damaged sling,UC Observation,Duliajan Field
OIL_02767,"During vehicle driving, a worker was exposed to a potentially serious hazard because of seat belt not used. The condition was identified before an injury occurred.",1,Driving,vehicle driving,Plant Road,seat belt not used,UC Observation,Duliajan Field
OIL_02768,"During routine work, inadequate rescue arrangement was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,vessel inspection,Water Treatment Area,inadequate rescue arrangement,UC Observation,Bihar Field
OIL_02769,Personnel were observed during pipe handling; worker inside exclusion zone was noted and corrected as a routine safety improvement.,0,Line of Fire,pipe handling,Well Pad,worker inside exclusion zone,UC Observation,Rajasthan Field
OIL_02770,"During earthwork, a minor issue involving unsafe access was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,earthwork,Road Construction Area,unsafe access,UC Observation,Assam Field
OIL_02771,Personnel were observed during switchgear inspection; missing electrical isolation was noted and corrected as a routine safety improvement.,0,Electrical Safety,switchgear inspection,Processing Plant,missing electrical isolation,Near Miss,Assam Field
OIL_02772,"During routine work, inadequate barricading was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,underground utility work,Construction Site,inadequate barricading,UA Observation,Assam Field
OIL_02773,A routine inspection identified exposed live conductor during cable installation. The issue was corrected without significant safety exposure.,0,None,cable installation,Pump Station,exposed live conductor,Near Miss,Bihar Field
OIL_02774,A routine inspection identified poor spark containment during grinding. The issue was corrected without significant safety exposure.,0,None,grinding,Production Facility,poor spark containment,Near Miss,Naharkatiya Field
OIL_02775,Personnel were observed during field transportation; speeding was noted and corrected as a routine safety improvement.,0,None,field transportation,Camp Road,speeding,UC Observation,Naharkatiya Field
OIL_02776,A low-severity observation was recorded during earthwork involving inadequate barricading. No high-consequence hazard was identified.,0,None,earthwork,Road Construction Area,inadequate barricading,UC Observation,Naharkatiya Field
OIL_02777,"During electrical maintenance, a minor issue involving incorrect valve identification was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,electrical maintenance,Processing Plant,incorrect valve identification,UA Observation,Assam Field
OIL_02778,Personnel were observed during site shuttle; speeding was noted and corrected as a routine safety improvement.,0,Driving,site shuttle,Remote Site,speeding,Near Miss,Digboi Field
OIL_02779,"During routine work, missing electrical isolation was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,panel maintenance,Substation,missing electrical isolation,UA Observation,Tripura Field
OIL_02780,Personnel were observed during confined space entry; inadequate ventilation was noted and corrected as a routine safety improvement.,0,None,confined space entry,Water Treatment Area,inadequate ventilation,Near Miss,Tripura Field
OIL_02781,"During routine work, improper ladder use was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,scaffold work,Maintenance Area,improper ladder use,UA Observation,Duliajan Field
OIL_02782,A low-severity observation was recorded during vehicle driving involving poor vehicle condition. No high-consequence hazard was identified.,0,None,vehicle driving,Camp Road,poor vehicle condition,UC Observation,Digboi Field
OIL_02783,"During heavy vehicle operation, a minor issue involving seat belt not used was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,heavy vehicle operation,Production Field,seat belt not used,Near Miss,Odisha Field
OIL_02784,A low-severity observation was recorded during equipment servicing involving missing isolation verification. No high-consequence hazard was identified.,0,None,equipment servicing,Processing Plant,missing isolation verification,UC Observation,West Bengal Field
OIL_02785,"During equipment servicing, a minor issue involving failure to lock out and tag out was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,equipment servicing,Processing Plant,failure to lock out and tag out,UC Observation,Bihar Field
OIL_02786,A routine inspection identified missing fall protection during roof maintenance. The issue was corrected without significant safety exposure.,0,Working at Height,roof maintenance,Processing Plant,missing fall protection,UC Observation,Tripura Field
OIL_02787,"During routine work, insufficient fire watch was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,grinding,Tank Farm,insufficient fire watch,UA Observation,Duliajan Field
OIL_02788,"During routine work, worker inside exclusion zone was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,vehicle movement,Drilling Site,worker inside exclusion zone,UC Observation,Odisha Field
OIL_02789,A routine inspection identified no gas testing during tank cleaning. The issue was corrected without significant safety exposure.,0,None,tank cleaning,Sewer Area,no gas testing,UC Observation,Assam Field
OIL_02790,A low-severity observation was recorded during ladder work involving unguarded platform edge. No high-consequence hazard was identified.,0,Working at Height,ladder work,Construction Site,unguarded platform edge,UC Observation,Assam Field
OIL_02791,"During tank cleaning, a minor issue involving no gas testing was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,tank cleaning,Production Facility,no gas testing,UA Observation,West Bengal Field
OIL_02792,A low-severity observation was recorded during material handling involving inadequate barricading. No high-consequence hazard was identified.,0,Line of Fire,material handling,Construction Area,inadequate barricading,UC Observation,Duliajan Field
OIL_02793,A low-severity observation was recorded during tank cleaning involving missing entry permit. No high-consequence hazard was identified.,0,None,tank cleaning,Water Treatment Area,missing entry permit,Near Miss,Assam Field
OIL_02794,"During crane lifting, a worker was exposed to a potentially serious hazard because of inadequate lifting plan. The condition was identified before an injury occurred.",1,Lifting Operations,crane lifting,Workshop,inadequate lifting plan,Near Miss,Odisha Field
OIL_02795,"During routine work, missing utility identification was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,excavation,Well Pad,missing utility identification,UA Observation,Assam Field
OIL_02796,A low-severity observation was recorded during electrical maintenance involving incorrect valve identification. No high-consequence hazard was identified.,0,None,electrical maintenance,Production Facility,incorrect valve identification,UC Observation,Duliajan Field
OIL_02797,"During routine work, poor spark containment was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,fabrication,Processing Plant,poor spark containment,UC Observation,Digboi Field
OIL_02798,A routine inspection identified incorrect storage during housekeeping. The issue was corrected without significant safety exposure.,0,None,housekeeping,Office,incorrect storage,UC Observation,Duliajan Field
OIL_02799,A near miss occurred during ladder work when inadequate scaffold inspection was observed at the worksite. The hazard had potential for serious injury or fatality.,1,Working at Height,ladder work,Warehouse,inadequate scaffold inspection,UC Observation,West Bengal Field
OIL_02800,"During routine work, incorrect storage was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,office activity,Office,incorrect storage,UC Observation,Tripura Field
OIL_02801,A near miss occurred during switchgear inspection when exposed live conductor was observed at the worksite. The hazard had potential for serious injury or fatality.,1,Electrical Safety,switchgear inspection,Processing Plant,exposed live conductor,Near Miss,Odisha Field
OIL_02802,A routine inspection identified driver distraction during site shuttle. The issue was corrected without significant safety exposure.,0,None,site shuttle,Remote Site,driver distraction,UA Observation,Bihar Field
OIL_02803,"During routine work, unguarded platform edge was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,ladder work,Warehouse,unguarded platform edge,UA Observation,Bihar Field
OIL_02804,"During routine operations, inadequate grounding was identified while carrying out electrical testing. Immediate intervention was required to prevent a serious incident.",1,Electrical Safety,electrical testing,Workshop,inadequate grounding,UA Observation,Rajasthan Field
OIL_02805,A routine inspection identified improper ladder use during ladder work. The issue was corrected without significant safety exposure.,0,None,ladder work,Tank Farm,improper ladder use,Near Miss,Gujarat Field
OIL_02806,"During routine operations, water accumulation was identified while carrying out foundation work. Immediate intervention was required to prevent a serious incident.",1,Excavation,foundation work,Construction Site,water accumulation,UA Observation,Tripura Field
OIL_02807,"During routine operations, uncontrolled suspended load was identified while carrying out crane lifting. Immediate intervention was required to prevent a serious incident.",1,Lifting Operations,crane lifting,Construction Area,uncontrolled suspended load,UA Observation,Assam Field
OIL_02808,A low-severity observation was recorded during platform inspection involving inadequate scaffold inspection. No high-consequence hazard was identified.,0,None,platform inspection,Tank Farm,inadequate scaffold inspection,UA Observation,Naharkatiya Field
OIL_02809,A routine inspection identified speeding during vehicle driving. The issue was corrected without significant safety exposure.,0,None,vehicle driving,Camp Road,speeding,UC Observation,Digboi Field
OIL_02810,Personnel were observed during fabrication; flammable material not removed was noted and corrected as a routine safety improvement.,0,None,fabrication,Processing Plant,flammable material not removed,UA Observation,Odisha Field
OIL_02811,Personnel were observed during transportation; seat belt not used was noted and corrected as a routine safety improvement.,0,None,transportation,Camp Road,seat belt not used,UA Observation,Gujarat Field
OIL_02812,Personnel were observed during office activity; minor housekeeping issue was noted and corrected as a routine safety improvement.,0,None,office activity,Canteen,minor housekeeping issue,UC Observation,Naharkatiya Field
OIL_02813,Personnel were observed during heavy vehicle operation; fatigue was noted and corrected as a routine safety improvement.,0,None,heavy vehicle operation,Field Road,fatigue,UC Observation,Naharkatiya Field
OIL_02814,A low-severity observation was recorded during electrical testing involving incorrect PPE. No high-consequence hazard was identified.,0,Electrical Safety,electrical testing,Pump Station,incorrect PPE,Near Miss,Tripura Field
OIL_02815,"During routine work, uncontrolled suspended load was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,Lifting Operations,material lifting,Drilling Site,uncontrolled suspended load,UA Observation,West Bengal Field
OIL_02816,"During switchgear inspection, a minor issue involving inadequate grounding was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,switchgear inspection,Production Facility,inadequate grounding,UA Observation,Duliajan Field
OIL_02817,Personnel were observed during underground utility work; unsupported excavation wall was noted and corrected as a routine safety improvement.,0,None,underground utility work,Road Construction Area,unsupported excavation wall,UA Observation,Naharkatiya Field
OIL_02818,A low-severity observation was recorded during confined space entry involving inadequate rescue arrangement. No high-consequence hazard was identified.,0,None,confined space entry,Sewer Area,inadequate rescue arrangement,UC Observation,Duliajan Field
OIL_02819,A routine inspection identified incorrect storage during general maintenance. The issue was corrected without significant safety exposure.,0,None,general maintenance,Warehouse,incorrect storage,UC Observation,Rajasthan Field
OIL_02820,A routine inspection identified inadequate ventilation during manhole entry. The issue was corrected without significant safety exposure.,0,Confined Space,manhole entry,Sewer Area,inadequate ventilation,UC Observation,Odisha Field
OIL_02821,A low-severity observation was recorded during routine inspection involving minor procedural deviation. No high-consequence hazard was identified.,0,None,routine inspection,Warehouse,minor procedural deviation,UC Observation,Duliajan Field
OIL_02822,A routine inspection identified missing electrical isolation during cable installation. The issue was corrected without significant safety exposure.,0,None,cable installation,Substation,missing electrical isolation,UA Observation,West Bengal Field
OIL_02823,"A pipeline maintenance activity was observed with incorrect valve identification. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Energy Isolation,pipeline maintenance,Maintenance Workshop,incorrect valve identification,Near Miss,Duliajan Field
OIL_02824,A low-severity observation was recorded during roof maintenance involving inadequate scaffold inspection. No high-consequence hazard was identified.,0,None,roof maintenance,Construction Site,inadequate scaffold inspection,UC Observation,Bihar Field
OIL_02825,"During electrical maintenance, a worker was exposed to a potentially serious hazard because of unexpected stored energy. The condition was identified before an injury occurred.",1,Energy Isolation,electrical maintenance,Well Pad,unexpected stored energy,Near Miss,Rajasthan Field
OIL_02826,Personnel were observed during pit cleaning; no gas testing was noted and corrected as a routine safety improvement.,0,None,pit cleaning,Production Facility,no gas testing,UA Observation,West Bengal Field
OIL_02827,"During panel maintenance, a worker was exposed to a potentially serious hazard because of exposed live conductor. The condition was identified before an injury occurred.",1,Electrical Safety,panel maintenance,Substation,exposed live conductor,UC Observation,Tripura Field
OIL_02828,A low-severity observation was recorded during vehicle movement involving poor communication. No high-consequence hazard was identified.,0,None,vehicle movement,Well Pad,poor communication,Incident Report,Duliajan Field
OIL_02829,A routine inspection identified water accumulation during underground utility work. The issue was corrected without significant safety exposure.,0,None,underground utility work,Well Pad,water accumulation,UA Observation,Bihar Field
OIL_02830,A low-severity observation was recorded during electrical maintenance involving incorrect valve identification. No high-consequence hazard was identified.,0,Energy Isolation,electrical maintenance,Well Pad,incorrect valve identification,UA Observation,Assam Field
OIL_02831,"During vehicle driving, a worker was exposed to a potentially serious hazard because of seat belt not used. The condition was identified before an injury occurred.",1,Driving,vehicle driving,Plant Road,seat belt not used,Near Miss,Gujarat Field
OIL_02832,"During cable installation, a worker was exposed to a potentially serious hazard because of missing electrical isolation. The condition was identified before an injury occurred.",1,Electrical Safety,cable installation,Workshop,missing electrical isolation,UC Observation,Assam Field
OIL_02833,Personnel were observed during scaffold work; inadequate scaffold inspection was noted and corrected as a routine safety improvement.,0,None,scaffold work,Tank Farm,inadequate scaffold inspection,UA Observation,Tripura Field
OIL_02834,A low-severity observation was recorded during field transportation involving seat belt not used. No high-consequence hazard was identified.,0,None,field transportation,Plant Road,seat belt not used,UA Observation,Assam Field
OIL_02835,A routine inspection identified damaged sling during rigging operation. The issue was corrected without significant safety exposure.,0,None,rigging operation,Drilling Site,damaged sling,UC Observation,Bihar Field
OIL_02836,"During heavy vehicle operation, a minor issue involving driver distraction was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,heavy vehicle operation,Plant Road,driver distraction,UA Observation,Gujarat Field
OIL_02837,A routine inspection identified minor housekeeping issue during routine inspection. The issue was corrected without significant safety exposure.,0,None,routine inspection,Administrative Building,minor housekeeping issue,Near Miss,West Bengal Field
OIL_02838,"During material storage, a minor issue involving minor procedural deviation was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,material storage,Administrative Building,minor procedural deviation,UA Observation,Bihar Field
OIL_02839,"During material storage, a minor issue involving minor procedural deviation was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,material storage,Workshop,minor procedural deviation,Near Miss,Digboi Field
OIL_02840,"A equipment lifting activity was observed with poor rigging. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Lifting Operations,equipment lifting,Construction Area,poor rigging,Near Miss,Digboi Field
OIL_02841,"During platform inspection, a minor issue involving missing fall protection was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,platform inspection,Warehouse,missing fall protection,UA Observation,Bihar Field
OIL_02842,Personnel were observed during welding; poor spark containment was noted and corrected as a routine safety improvement.,0,None,welding,Fabrication Yard,poor spark containment,UC Observation,Rajasthan Field
OIL_02843,"A gas cutting activity was observed with flammable material not removed. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Hot Work,gas cutting,Production Facility,flammable material not removed,Near Miss,Digboi Field
OIL_02844,A routine inspection identified inadequate grounding during cable installation. The issue was corrected without significant safety exposure.,0,Electrical Safety,cable installation,Workshop,inadequate grounding,UC Observation,Duliajan Field
OIL_02845,"During routine work, water accumulation was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,foundation work,Construction Site,water accumulation,UC Observation,Duliajan Field
OIL_02846,"During routine operations, inadequate grounding was identified while carrying out electrical testing. Immediate intervention was required to prevent a serious incident.",1,Electrical Safety,electrical testing,Substation,inadequate grounding,UA Observation,Rajasthan Field
OIL_02847,"A electrical repair activity was observed with inadequate grounding. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Electrical Safety,electrical repair,Substation,inadequate grounding,UA Observation,Rajasthan Field
OIL_02848,"During routine work, driver distraction was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,Driving,heavy vehicle operation,Plant Road,driver distraction,UC Observation,Rajasthan Field
OIL_02849,"During routine work, poor vehicle condition was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,Driving,field transportation,Plant Road,poor vehicle condition,UA Observation,Tripura Field
OIL_02850,A near miss occurred during panel maintenance when exposed live conductor was observed at the worksite. The hazard had potential for serious injury or fatality.,1,Electrical Safety,panel maintenance,Production Facility,exposed live conductor,Near Miss,Tripura Field
OIL_02851,A routine inspection identified incomplete isolation during equipment servicing. The issue was corrected without significant safety exposure.,0,None,equipment servicing,Maintenance Workshop,incomplete isolation,UA Observation,Duliajan Field
OIL_02852,A near miss occurred during material lifting when poor rigging was observed at the worksite. The hazard had potential for serious injury or fatality.,1,Lifting Operations,material lifting,Workshop,poor rigging,UA Observation,Tripura Field
OIL_02853,Personnel were observed during heavy vehicle operation; fatigue was noted and corrected as a routine safety improvement.,0,Driving,heavy vehicle operation,Plant Road,fatigue,UA Observation,Odisha Field
OIL_02854,Personnel were observed during vessel inspection; no standby person was noted and corrected as a routine safety improvement.,0,None,vessel inspection,Production Facility,no standby person,UA Observation,Bihar Field
OIL_02855,Personnel were observed during switchgear inspection; incorrect PPE was noted and corrected as a routine safety improvement.,0,None,switchgear inspection,Processing Plant,incorrect PPE,UC Observation,Tripura Field
OIL_02856,A routine inspection identified missing fall protection during ladder work. The issue was corrected without significant safety exposure.,0,Working at Height,ladder work,Warehouse,missing fall protection,Near Miss,Rajasthan Field
OIL_02857,"During routine operations, incorrect PPE was identified while carrying out electrical testing. Immediate intervention was required to prevent a serious incident.",1,Electrical Safety,electrical testing,Pump Station,incorrect PPE,Near Miss,Digboi Field
OIL_02858,Personnel were observed performing load transfer despite uncontrolled suspended load. Work was stopped and the unsafe condition was corrected.,1,Lifting Operations,load transfer,Drilling Site,uncontrolled suspended load,UC Observation,Gujarat Field
OIL_02859,A routine inspection identified incorrect valve identification during pipeline maintenance. The issue was corrected without significant safety exposure.,0,None,pipeline maintenance,Processing Plant,incorrect valve identification,UA Observation,West Bengal Field
OIL_02860,A low-severity observation was recorded during roof maintenance involving inadequate scaffold inspection. No high-consequence hazard was identified.,0,None,roof maintenance,Maintenance Area,inadequate scaffold inspection,UA Observation,Gujarat Field
OIL_02861,"During electrical testing, a minor issue involving incorrect PPE was observed. No significant exposure to serious injury or fatality potential was identified.",0,Electrical Safety,electrical testing,Processing Plant,incorrect PPE,Near Miss,Rajasthan Field
OIL_02862,"During routine work, unsafe positioning was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,pressure testing,Drilling Site,unsafe positioning,UC Observation,West Bengal Field
OIL_02863,Personnel were observed during foundation work; water accumulation was noted and corrected as a routine safety improvement.,0,None,foundation work,Pipeline Corridor,water accumulation,UA Observation,Rajasthan Field
OIL_02864,Personnel were observed performing heavy vehicle operation despite fatigue. Work was stopped and the unsafe condition was corrected.,1,Driving,heavy vehicle operation,Camp Road,fatigue,Near Miss,Gujarat Field
OIL_02865,A low-severity observation was recorded during trenching involving inadequate barricading. No high-consequence hazard was identified.,0,None,trenching,Well Pad,inadequate barricading,UA Observation,Assam Field
OIL_02866,"During trenching, a minor issue involving unsafe access was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,trenching,Production Facility,unsafe access,Near Miss,Bihar Field
OIL_02867,"During routine operations, overloaded crane was identified while carrying out crane lifting. Immediate intervention was required to prevent a serious incident.",1,Lifting Operations,crane lifting,Processing Plant,overloaded crane,Near Miss,Assam Field
OIL_02868,A routine inspection identified insufficient fire watch during grinding. The issue was corrected without significant safety exposure.,0,None,grinding,Fabrication Yard,insufficient fire watch,UA Observation,Assam Field
OIL_02869,"During roof maintenance, a minor issue involving missing fall protection was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,roof maintenance,Warehouse,missing fall protection,UC Observation,Odisha Field
OIL_02870,"During routine work, inadequate grounding was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,Electrical Safety,switchgear inspection,Workshop,inadequate grounding,UA Observation,Rajasthan Field
OIL_02871,"A material lifting activity was observed with inadequate lifting plan. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Lifting Operations,material lifting,Construction Area,inadequate lifting plan,Near Miss,Bihar Field
OIL_02872,A low-severity observation was recorded during manhole entry involving missing entry permit. No high-consequence hazard was identified.,0,Confined Space,manhole entry,Water Treatment Area,missing entry permit,UC Observation,Rajasthan Field
OIL_02873,"A rigging operation activity was observed with overloaded crane. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Lifting Operations,rigging operation,Construction Area,overloaded crane,Incident Report,Tripura Field
OIL_02874,"During routine operations, poor vehicle condition was identified while carrying out field transportation. Immediate intervention was required to prevent a serious incident.",1,Driving,field transportation,Remote Site,poor vehicle condition,Near Miss,Tripura Field
OIL_02875,A low-severity observation was recorded during elevated maintenance involving inadequate scaffold inspection. No high-consequence hazard was identified.,0,None,elevated maintenance,Processing Plant,inadequate scaffold inspection,UA Observation,Tripura Field
OIL_02876,Personnel were observed performing lifting operation despite inadequate barricading. Work was stopped and the unsafe condition was corrected.,1,Line of Fire,lifting operation,Drilling Site,inadequate barricading,UC Observation,Naharkatiya Field
OIL_02877,A low-severity observation was recorded during panel maintenance involving damaged cable. No high-consequence hazard was identified.,0,Electrical Safety,panel maintenance,Processing Plant,damaged cable,UC Observation,West Bengal Field
OIL_02878,A low-severity observation was recorded during material storage involving poor labeling. No high-consequence hazard was identified.,0,None,material storage,Office,poor labeling,Near Miss,Odisha Field
OIL_02879,"During routine work, worker inside exclusion zone was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,pipe handling,Construction Area,worker inside exclusion zone,UC Observation,Duliajan Field
OIL_02880,"During pipe handling, a minor issue involving unsafe positioning was observed. No significant exposure to serious injury or fatality potential was identified.",0,Line of Fire,pipe handling,Drilling Site,unsafe positioning,UC Observation,Tripura Field
OIL_02881,"During routine work, improper ladder use was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,elevated maintenance,Processing Plant,improper ladder use,UA Observation,Odisha Field
OIL_02882,A low-severity observation was recorded during scaffold work involving improper ladder use. No high-consequence hazard was identified.,0,None,scaffold work,Tank Farm,improper ladder use,UA Observation,Bihar Field
OIL_02883,A near miss occurred during electrical testing when incorrect PPE was observed at the worksite. The hazard had potential for serious injury or fatality.,1,Electrical Safety,electrical testing,Substation,incorrect PPE,UC Observation,Odisha Field
OIL_02884,A low-severity observation was recorded during field transportation involving speeding. No high-consequence hazard was identified.,0,None,field transportation,Camp Road,speeding,UC Observation,Rajasthan Field
OIL_02885,"During routine work, incorrect storage was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,general maintenance,Canteen,incorrect storage,UA Observation,Bihar Field
OIL_02886,"During material handling, a minor issue involving worker inside exclusion zone was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,material handling,Well Pad,worker inside exclusion zone,UC Observation,Duliajan Field
